autor,titulo,top_10_palabras
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'ideas': 8, 'seres': 7, 'puede': 4, 'son': 4, 'ser': 3, 'demás': 3, 'sócrates': 3, 'hombre': 3, 'estos': 2, 'ellas': 2}, {'ideas': 3, 'serían': 2, 'modelos': 2, 'sería': 2, 'género': 2, 'posible': 2, 'esencia': 2, 'hay': 1, 'aún': 1, 'sólo': 1}, {'ideas': 5, 'son': 3, 'causas': 3, 'ser': 2, 'devenir': 2, 'hay': 2, 'cosas': 2, 'seres': 2, 'dice': 1, 'fedón': 1}, {'acabamos': 2, 'argumentos': 2, 'demás': 1, 'posible': 1, 'valiéndose': 1, 'modo': 1, 'refutación': 1, 'emplear': 1, 'medio': 1, 'todavía': 1}]"
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'teoría': 2, 'hemos': 1, 'fijado': 1, 'valor': 1, 'ideas': 1, 'ahora': 1, 'debemos': 1, 'examinar': 1, 'consecuencias': 1, 'números': 1}, {'números': 12, 'número': 11, 'entre': 8, 'otra': 7, 'unidad': 7, 'hay': 6, 'mónada': 6, 'diada': 5, 'cualquiera': 4, 'primera': 4}, {'son': 2, 'unidad': 2, 'principio': 2, 'todos': 2, 'tales': 1, 'modos': 1, 'existencia': 1, 'pueden': 1, 'afectar': 1, 'números': 1}, {'número': 7, 'números': 4, 'matemático': 3, 'objetos': 3, 'sólo': 3, 'hay': 2, 'admite': 2, 'dos': 2, 'ideas': 2, 'sensibles': 2}, {'magnitudes': 6, 'admiten': 3, 'matemáticas': 3, 'ideas': 3, 'hay': 2, 'unos': 2, 'son': 2, 'les': 2, 'atribuyen': 2, 'algo': 2}, {'mónadas': 2, 'todos': 2, 'número': 1, 'constituyen': 1, 'filósofos': 1, 'están': 1, 'acuerdo': 1, 'punto': 1, 'excepto': 1, 'embargo': 1}, {'hipótesis': 2, 'son': 2, 'hemos': 1, 'demostrado': 1, 'cuántas': 1, 'maneras': 1, 'podían': 1, 'considerar': 1, 'números': 1, 'acabamos': 1}]"
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'sí': 8, 'número': 6, 'son': 5, 'unidades': 4, 'sean': 4, 'otra': 4, 'números': 4, 'combinables': 3, 'incombinables': 3, 'unidad': 3}, {'unidad': 7, 'unidades': 6, 'número': 6, 'dos': 6, 'primera': 5, 'otra': 5, 'porque': 4, 'diada': 4, 'anterior': 4, 'números': 3}, {'primera': 8, 'hay': 6, 'unidad': 5, 'unidades': 3, 'diada': 3, 'segunda': 3, 'incombinables': 2, 'natural': 2, 'porque': 2, 'haya': 2}, {'diada': 13, 'número': 8, 'unidad': 8, 'sí': 7, 'números': 5, 'dos': 4, 'cuatro': 3, 'imposible': 3, 'primera': 3, 'indeterminada': 3}, {'número': 11, 'unidades': 7, 'números': 7, 'diez': 7, 'dos': 5, 'cinco': 5, 'difieren': 4, 'sí': 3, 'habrá': 3, 'otros': 3}, {'unidades': 10, 'son': 9, 'dos': 7, 'ideas': 6, 'diada': 5, 'hay': 4, 'diadas': 4, 'número': 4, 'cuatro': 4, 'otra': 3}, {'número': 11, 'unidad': 10, 'dos': 7, 'otra': 6, 'diada': 6, 'unidades': 5, 'idea': 5, 'ni': 5, 'porque': 4, 'difieren': 4}, {'números': 2, 'pretenden': 1, 'unidades': 1, 'difieren': 1, 'razonan': 1, 'hipótesis': 1, 'ideas': 1, 'absoluto': 1, 'necesitan': 1, 'suprimir': 1}]"
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'cantidad': 3, 'unidades': 3, 'diferencia': 2, 'hay': 2, 'número': 2, 'sólo': 2, 'bajo': 2, 'ni': 2, 'difieren': 2, 'serían': 2}, {'cualidad': 7, 'esta': 4, 'otra': 3, 'puede': 3, 'pueden': 2, 'diferir': 2, 'porque': 2, 'sí': 2, 'números': 2, 'cantidad': 2}, {'números': 6, 'unidad': 5, 'ni': 4, 'son': 3, 'principio': 3, 'diada': 3, 'hay': 3, 'otra': 3, 'verdadero': 2, 'seres': 2}, {'número': 7, 'matemático': 3, 'sistema': 2, 'ideal': 2, 'todos': 2, 'propiedades': 2, 'evidente': 1, 'conforme': 1, 'esto': 1, 'tercer': 1}, {'número': 7, 'números': 4, 'indivisibles': 4, 'le': 3, 'son': 3, 'bajo': 2, 'hemos': 2, 'indicado': 2, 'cuerpos': 2, 'magnitudes': 2}, {'mónada': 9, 'grande': 6, 'pequeño': 5, 'número': 4, 'diada': 4, 'porque': 3, 'naturaleza': 3, 'idea': 3, 'esto': 2, 'resultado': 2}, {'número': 5, 'infinito': 3, 'ser': 3, 'dos': 3, 'par': 3, 'esto': 2, 'porque': 2, 'impar': 2, 'números': 2, 'impares': 2}, {'número': 17, 'números': 13, 'son': 8, 'ideas': 8, 'diez': 7, 'hombre': 7, 'idea': 6, 'sí': 6, 'objeto': 4, 'seres': 4}, {'unidad': 8, 'forma': 7, 'recto': 7, 'número': 6, 'ángulo': 6, 'materia': 5, 'bajo': 5, 'son': 4, 'porque': 4, 'anterior': 4}, {'unidad': 9, 'diada': 9, 'mónada': 7, 'sí': 6, 'punto': 5, 'bajo': 3, 'vista': 3, 'principio': 3, 'otra': 3, 'aquí': 2}]"
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'hay': 4, 'números': 3, 'unidad': 3, 'número': 3, 'dificultad': 2, 'todas': 2, 'entre': 2, 'diada': 2, 'sí': 2, 'anterior': 2}, {'unidad': 4, 'hay': 2, 'dificultad': 2, 'animal': 2, 'sí': 2, 'él': 2, 'existe': 2, 'considera': 2, 'común': 1, 'todos': 1}, {'pluralidad': 6, 'hay': 4, 'línea': 4, 'materia': 3, 'unidad': 3, 'otra': 3, 'mismas': 3, 'dificultades': 3, 'superficie': 3, 'número': 3}, {'pluralidad': 12, 'unidad': 6, 'mónada': 5, 'número': 4, 'sí': 3, 'elementos': 3, 'indivisible': 2, 'porque': 2, 'sea': 2, 'otra': 2}, {'punto': 4, 'dimensión': 2, 'partes': 2, 'indivisibles': 2, 'mismas': 1, 'objeciones': 1, 'podrían': 1, 'hacerse': 1, 'relativamente': 1, '376': 1}, {'número': 11, 'matemático': 5, 'han': 4, 'ideas': 4, 'ideal': 3, 'porque': 3, 'números': 3, 'dificultades': 2, 'falsedad': 2, 'principios': 2}, {'estas': 3, 'son': 3, 'principios': 3, 'elementos': 3, 'admiten': 3, 'sustancias': 3, 'números': 3, 'número': 2, 'están': 2, 'cuanto': 2}, {'universal': 4, 'ideas': 3, 'esencias': 3, 'sensibles': 3, 'universales': 2, 'sustancia': 2, 'misma': 2, 'precedentemente': 2, 'objetos': 2, 'seres': 2}, {'sustancias': 4, 'hay': 2, 'otras': 2, 'esencias': 2, 'universales': 2, 'algunos': 1, 'filósofos': 1, 'creyendo': 1, 'sí': 1, 'sustancia': 1}]"
Aristoteles,Metafísica · libro décimotercio · Μ · 1076a-1087a,"[{'hemos': 1, 'dicho': 1, 'principio': 1, 'proponer': 1, 'cuestiones': 1, 'debían': 1, 'resolverse515': 1, 'dificultades': 1, 'presentan': 1, 'admita': 1}, {'elementos': 11, 'son': 6, 'habrá': 5, 'sílabas': 5, 'sustancias': 4, 'sean': 3, 'seres': 3, 'ciencia': 3, 'sílaba': 3, 'esto': 3}, {'sustancia': 4, 'son': 3, 'universales': 3, 'elementos': 3, 'principios': 2, 'estas': 2, 'ideas': 2, 'independientemente': 2, 'sustancias': 2, 'esto': 2}, {'ciencia': 5, 'universal': 5, 'bajo': 4, 'acto': 3, 'determinado': 3, 'tal': 3, 've': 3, 'color': 3, 'recae': 2, 'principios': 2}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'principio': 6, 'contrarios': 4, 'sustancia': 3, 'cosa': 3, 'blanco': 3, 'sujeto': 3, 'esta': 2, 'nada': 2, 'todas': 2, 'cosas': 2}, {'admiten': 6, 'unidad': 5, 'grande': 5, 'pequeño': 5, 'elementos': 5, 'otros': 4, 'desigual': 4, 'multitud': 3, 'identidad': 3, 'dos': 2}, {'opiniones': 2, 'lógicas': 2, 'todas': 1, 'trata': 1, 'conducen': 1, 'decirlo': 1, 'mismas': 1, 'consecuencias': 1, 'difieren': 1, 'bajo': 1}, {'medida': 12, 'unidad': 11, 'multitud': 7, 'número': 7, 'ser': 6, 'seres': 4, 'contrario': 4, 'oponen': 3, 'son': 3, 'porque': 3}, {'relación': 11, 'grande': 6, 'ni': 6, 'pequeño': 5, 'sustancia': 5, 'ser': 5, 'cantidad': 4, 'hay': 4, 'movimiento': 3, 'potencia': 3}, {'son': 5, 'número': 4, 'sustancia': 3, 'atributos': 3, 'elementos': 2, 'hay': 2, 'diada': 2, 'década': 2, 'dos': 2, 'caracteres': 2}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'ser': 6, 'elementos': 4, 'tiene': 4, 'materia': 3, 'susceptible': 3, 'sustancia': 3, 'esta': 2, 'posible': 2, 'seres': 2, 'eternos': 2}, {'elemento': 2, 'desigualdad': 2, 'número': 2, 'hay': 1, 'algunos': 1, 'admiten': 1, 'además': 1, 'unidad': 1, 'aliada': 1, 'indefinida': 1}, {'ser': 4, 'seres': 3, 'estas': 1, 'opiniones': 1, 'erróneas': 1, 'proceden': 1, 'muchas': 1, 'causas': 1, 'siendo': 1, 'principal': 1}, {'ser': 15, 'cualidad': 4, 'seres': 4, 'según': 3, 'cantidad': 3, 'serán': 3, 'existencia': 3, 'toma': 2, 'significa': 2, 'todos': 2}, {'ser': 8, 'esta': 3, 'potencia': 3, 'hombre': 3, 'blanco': 3, 'falso': 2, 'hipótesis': 2, 'geómetras': 2, 'pie': 2, 'donde': 2}, {'ser': 7, 'ni': 5, 'esta': 4, 'son': 4, 'seres': 4, 'cuestión': 3, 'causa': 3, 'cómo': 2, 'muchos': 2, 'esencia': 2}, {'hay': 7, 'cómo': 6, 'ser': 6, 'seres': 6, 'pluralidad': 5, 'muchas': 5, 'donde': 4, 'derivan': 4, 'relaciones': 3, 'unidad': 3}, {'hay': 6, 'esencia': 6, 'cómo': 5, 'pluralidad': 4, 'muchas': 4, 'cantidad': 4, 'explica': 3, 'son': 3, 'porque': 3, 'esencias': 3}, {'números': 6, 'existencia': 5, 'número': 5, 'causa': 4, 'son': 3, 'otra': 2, 'pruebas': 2, 'principio': 2, 'ideas': 2, 'seres': 2}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'números': 10, 'sensibles': 5, 'objetos': 5, 'número': 4, 'propiedades': 4, 'cuerpos': 4, 'separados': 4, 'admiten': 3, 'dicen': 3, 'son': 3}, {'término': 3, 'son': 3, 'extremidad': 2, 'línea': 2, 'superficie': 2, 'sea': 2, 'razonamiento': 2, 'sustancias': 2, 'algunos': 1, 'vista': 1}, {'número': 5, 'seres': 4, 'matemáticos': 3, 'magnitudes': 3, 'eso': 2, 'existir': 2, 'admiten': 2, 'sensibles': 2, 'ideas': 2, 'son': 2}, {'seres': 3, 'matemáticos': 2, 'hipótesis': 2, 'otra': 1, 'nosotros': 1, 'observamos': 1, 'parecen': 1, 'nada': 1, 'ser': 1, 'quiera': 1}, {'número': 7, 'unidad': 6, 'cómo': 4, 'porque': 4, 'dos': 3, 'números': 3, 'ideal': 3, 'grande': 3, 'pequeño': 3, 'elementos': 3}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'igualdad': 3, 'hay': 2, 'producción': 2, 'porque': 2, 'par': 2, 'número': 2, 'desigualdad': 2, 'antes': 2, 'ellos': 1, 'dicen': 1}, {'principio': 8, 'seres': 4, 'dificultad': 3, 'son': 3, 'algunos': 3, 'esta': 3, 'sino': 3, 'dicen': 3, 'unidad': 3, 'relación': 2}, {'sí': 5, 'unidad': 3, 'hay': 2, 'basta': 2, 'porque': 2, 'entre': 1, 'admiten': 1, 'principios': 1, 'seres': 1, 'son': 1}, {'ideas': 6, 'principio': 5, 'unidad': 4, 'elemento': 3, 'era': 3, 'hay': 3, 'seres': 2, 'números': 2, 'porque': 2, 'otra': 2}, {'mal': 4, 'potencia': 3, 'participa': 2, 'destrucción': 2, 'contrario': 2, 'materia': 2, 'ser': 2, 'fuego': 2, 'hay': 1, 'otros': 1}, {'son': 3, 'principio': 2, 'todas': 1, 'estas': 1, 'consecuencias': 1, 'resultan': 1, 'admitir': 1, 'elemento': 1, 'contrarios': 1, 'principios': 1}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'principios': 5, 'animales': 2, 'plantas': 2, 'dicen': 2, 'hombre': 2, 'imposible': 1, 'colocar': 1, 'entre': 1, 'colocarlo': 1, 'entonces': 1}, {'seres': 5, 'número': 4, 'ocupan': 3, 'absurdo': 2, 'matemáticos': 2, 'elementos': 2, 'ser': 2, 'viene': 2, 'mezcla': 2, 'será': 2}, {'número': 6, 'contrario': 6, 'sujeto': 5, 'principios': 4, 'ser': 3, 'viene': 3, 'contrarios': 3, 'unidad': 3, 'además': 2, 'significa': 2}, {'números': 6, 'número': 6, 'son': 4, 'causas': 3, 'esto': 2, 'ha': 2, 'hombre': 2, 'porque': 2, 'vienen': 2, 'esencia': 2}, {'número': 2, 'causa': 2, 'ni': 2, 'eficiente': 1, 'general': 1, 'compuesto': 1, 'unidades': 1, 'son': 1, 'materia': 1, 'constituyente': 1}]"
Aristoteles,Metafísica · libro décimocuarto · Ν · 1087a-1093b,"[{'dos': 5, 'números': 3, 'mezcla': 3, 'multiplicación': 3, 'son': 3, 'producto': 3, 'factores': 3, 'podría': 2, 'clase': 2, 'número': 2}, {'número': 8, 'seres': 6, 'muchos': 3, 'estos': 3, 'participa': 2, 'idénticos': 2, 'números': 2, 'sol': 2, 'luna': 2, 'entre': 2}, {'siete': 10, 'hay': 7, 'dobles': 5, 'letras': 4, 'son': 3, 'acordes': 3, 'jefes': 3, 'porque': 3, 'número': 3, 'primeros': 2}, {'filósofos': 1, 'hablamos': 1, 'son': 1, 'antiguos': 1, 'intérpretes': 1, 'homero': 1, 'quienes': 1, 'notaban': 1, 'pequeñas': 1, 'semejanzas': 1}, {'nueve': 2, 'ocho': 2, 'número': 2, 'entre': 2, 'da': 2, 'cuerdas': 1, 'intermedias': 1, 'son': 1, 'otra': 1, 'verso': 1}, {'preciso': 2, 'ni': 2, 'seres': 2, 'preocuparse': 1, 'semejantes': 1, 'pequeñeces': 1, 'estas': 1, 'son': 1, 'relaciones': 1, 'deben': 1}, {'entre': 3, 'números': 3, 'pertenecen': 3, 'clase': 2, 'seres': 2, 'ser': 2, 'causa': 2, 'determinado': 2, 'impar': 2, 'recto': 2}, {'son': 3, 'objeciones': 2, 'seres': 2, 'tales': 1, 'consecuencias': 1, 'estas': 1, 'doctrinas': 1, 'podrían': 1, 'acumularse': 1, 'contra': 1}, {'fin': 1, 'metafísica': 1}]"
Aristoteles,"La gran moral{1} · libro primero, capítulo primero","[{'política': 5, 'cómo': 5, 'moral': 4, 'saber': 4, 'ser': 3, 'virtud': 3, 'forma': 2, 'puede': 2, 'cosa': 2, 'hombre': 2}, {'saber': 3, 'punto': 2, 'sería': 2, 'cómo': 2, 'otra': 1, 'esencial': 1, 'virtud': 1, 'porque': 1, 'fácil': 1, 'forma': 1}, {'virtudes': 7, 'virtud': 4, 'razón': 4, 'alma': 4, 'porque': 3, 'sócrates': 3, 'punto': 3, 'conocimientos': 3, 'dos': 3, 'número': 2}, {'han': 2, 'he': 1, 'aquí': 1, 'cómo': 1, 'nuestros': 1, 'predecesores': 1, 'tocado': 1, 'estas': 1, 'materias': 1, 'extremo': 1}, {'cosas': 7, 'fin': 6, 'facultad': 5, 'nos': 5, 'ni': 4, 'mejor': 4, 'deberemos': 4, 'idea': 4, 'encuentra': 4, 'sí': 4}, {'política': 5, 'común': 5, 'porque': 4, 'ciencia': 4, 'nos': 3, 'todas': 3, 'tratar': 3, 'definición': 3, 'inducción': 3, 'queremos': 3}, {'momento': 5, 'ni': 4, 'sola': 4, 'general': 4, 'todas': 4, 'tiempo': 4, 'ciencia': 3, 'categorías': 3, 'sólo': 3, 'médico': 3}, {'idea': 5, 'cosas': 3, 'porque': 3, 'aquí': 3, 'preciso': 2, 'ejemplos': 2, 'hablar': 2, 'tiene': 2, 'ciencia': 2, 'arte': 2}, {'principio': 6, 'tiene': 3, 'partir': 2, 'porque': 2, 'debe': 2, 'estudiar': 2, 'ejemplo': 2, 'probar': 2, 'triángulo': 2, 'ángulos': 2}, {'virtudes': 5, 'ciencias': 4, 'todas': 3, 'sabe': 3, 'nada': 2, 'hace': 2, 'son': 2, 'perfectamente': 2, 'vanas': 2, 'porque': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo II","[{'bienes': 10, 'son': 10, 'hombre': 6, 'otros': 5, 'porque': 5, 'dignos': 4, 'puede': 4, 'estos': 3, 'preciosos': 3, 'estimación': 3}, {'fin': 8, 'siempre': 6, 'son': 6, 'otra': 4, 'cosas': 4, 'completo': 4, 'pueden': 3, 'bienes': 3, 'todas': 3, 'distinguirse': 2}, {'mejor': 19, 'bienes': 9, 'felicidad': 6, 'absurdo': 4, 'salud': 4, 'esto': 3, 'supremo': 3, 'será': 3, 'quizá': 3, 'todos': 3}]"
Aristoteles,"La gran moral · libro primero, capítulo III","[{'uso': 7, 'bienes': 5, 'todos': 5, 'fin': 5, 'cosas': 4, 'facultad': 4, 'alma': 3, 'simple': 3, 'hace': 3, 'otra': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo IV","[{'felicidad': 10, 'alma': 8, 'virtud': 8, 'acto': 7, 'ser': 6, 'tiempo': 6, 'completo': 6, 'hombre': 6, 'vivir': 5, 'fin': 5}, {'alma': 12, 'hay': 7, 'esta': 7, 'acto': 4, 'seres': 3, 'ella': 3, 'virtud': 3, 'movimiento': 3, 'propio': 3, 'le': 3}, {'virtud': 3, 'precede': 1, 'debemos': 1, 'explicar': 1, 'naturaleza': 1, 'propia': 1, 'puesto': 1, 'acto': 1, 'constituye': 1, 'felicidad': 1}]"
Aristoteles,"La gran moral · libro primero, capítulo V","[{'alma': 5, 'virtudes': 4, 'racional': 3, 'irracional': 3, 'esta': 2, 'estimación': 2, 'alabanza': 2, 'ellas': 2, 'alaba': 2, 'ser': 2}, {'valor': 6, 'destruyen': 5, 'teme': 4, 'será': 4, 'temores': 4, 'esta': 3, 'ni': 3, 'son': 3, 'aumentan': 3, 'virtud': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo VI","[{'virtud': 4, 'placer': 3, 'nos': 3, 'moral': 3, 'todos': 3, 'hacia': 3, 'porque': 2, 'dolor': 2, 'palabra': 2, 'llama': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo VII","[{'nos': 8, 'cólera': 5, 'todos': 4, 'cosas': 4, 'esta': 4, 'afecciones': 3, 'pasiones': 3, 'son': 3, 'hacen': 3, 'estos': 3}]"
Aristoteles,"La gran moral · libro primero, capítulo VIII","[{'respecto': 4, 'exceso': 4, 'defecto': 4, 'disposición': 3, 'ni': 3, 'esta': 3, 'virtud': 3, 'todos': 2, 'demás': 2, 'sentimientos': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo IX","[{'exceso': 7, 'defecto': 7, 'contrario': 4, 'medio': 4, 'hay': 2, 'corrupción': 2, 'insensibilidad': 2, 'incurre': 2, 'relativamente': 2, 'pródigos': 2}, {'medio': 7, 'nos': 6, 'exceso': 3, 'defecto': 3, 'contrarias': 3, 'contrario': 3, 'disipación': 3, 'dos': 2, 'hay': 2, 'puede': 2}, {'medio': 5, 'difícil': 4, 'pasiones': 3, 'encontrar': 3, 'fácil': 3, 'hemos': 2, 'virtud': 2, 'hombre': 2, 'todas': 2, 'círculo': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo X","[{'depende': 4, 'ser': 4, 'sócrates': 3, 'malos': 3, 'hay': 3, 'hombres': 3, 'son': 3, 'acciones': 3, 'virtud': 2, 'puede': 2}, {'creemos': 2, 'ha': 1, 'intentado': 1, 'especie': 1, 'comparación': 1, 'probar': 1, 'hombre': 1, 'libre': 1, 'dice': 1, 'estamos': 1}, {'principios': 4, 'iguales': 4, 'rectos': 4, 'son': 3, 'ángulos': 3, 'triángulo': 3, 'ejemplo': 2, 'ciertos': 2, 'ellos': 2, 'absolutamente': 2}, {'actos': 8, 'mudan': 6, 'hombre': 5, 'nosotros': 4, 'puede': 3, 'ciertos': 3, 'principios': 3, 'nuestros': 3, 'voluntad': 3, 'virtud': 2}, {'cuerpo': 5, 'mejor': 4, 'puesto': 2, 'ser': 2, 'hombres': 2, 'eso': 2, 'porque': 2, 'basta': 2, 'naturaleza': 2, 'nos': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XI","[{'deseo': 7, 'libre': 5, 'necesidad': 5, 'hace': 5, 'porque': 4, 'hacemos': 4, 'voluntad': 4, 'acto': 3, 'esta': 3, 'nos': 3}]"
Aristoteles,"La gran moral · libro primero, capítulo XII","[{'templado': 4, 'deseo': 4, 'hace': 3, 'le': 2, 'hombre': 2, 'actos': 2, 'según': 2, 'voluntario': 2, 'contra': 2, 'hay': 1}, {'cólera': 3, 'valen': 2, 'respecto': 2, 'sistema': 1, 'semejante': 1, 'aplica': 1, 'actos': 1, 'refieren': 1, 'porque': 1, 'mismos': 1}, {'libre': 5, 'voluntad': 4, 'mal': 3, 'intemperante': 3, 'hombres': 2, 'hace': 2, 'voluntariamente': 2, 'obra': 2, 'reprensible': 2, 'última': 1}]"
Aristoteles,"La gran moral · libro primero, capítulo XIII","[{'violencia': 6, 'seres': 5, 'causa': 3, 'hacen': 3, 'fuerza': 2, 've': 2, 'ejemplo': 2, 'fuego': 2, 'puede': 2, 'donde': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XIV","[{'necesidad': 4, 'puede': 2, 'indistintamente': 2, 'todas': 2, 'cosas': 2, 'ejemplo': 2, 'placer': 2, 'porque': 2, 'visto': 2, 'forzado': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XV","[{'acto': 4, 'voluntario': 3, 'pensamiento': 3, 'siempre': 2, 'porque': 2, 'esta': 2, 'premeditación': 2, 'voluntad': 2, 'mujer': 2, 'amante': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XVI","[{'preferencia': 9, 'elección': 4, 'reflexiva': 3, 'apetito': 3, 'menos': 3, 'voluntad': 3, 'puede': 3, 'ejemplo': 3, 'nos': 2, 'esto': 2}, {'preferencia': 6, 'pensamiento': 5, 'pensamos': 3, 'confunde': 2, 'ni': 2, 'nuestro': 2, 'puede': 2, 'ser': 2, 'esto': 2, 'apetito': 1}, {'preferencia': 4, 'dos': 3, 'facultades': 2, 'estas': 2, 'aplica': 2, 'cosas': 2, 'cosa': 2, 'nos': 2, 'puesto': 1, 'refiere': 1}, {'acto': 8, 'preferencia': 5, 'voluntario': 4, 'voluntad': 3, 'acompañado': 2, 'pensamiento': 2, 'actos': 2, 'hacemos': 2, 'plena': 2, 'ellos': 2}, {'cosas': 9, 'puede': 7, 'obrar': 7, 'porque': 6, 'nos': 5, 'preferencia': 3, 'sólo': 3, 'casos': 3, 'manera': 3, 'todas': 3}]"
Aristoteles,"La gran moral · libro primero, capítulo XVII","[{'cosa': 5, 'porque': 3, 'fin': 3, 'pensamiento': 2, 'puede': 2, 'otra': 2, 'ver': 2, 'oír': 2, 'cabe': 2, 'deliberación': 2}, {'fin': 3, 'sólo': 3, 'aspira': 2, 'cosas': 2, 'conducen': 2, 'toca': 2, 'ciencia': 2, 'ahora': 1, 'sabemos': 1, 'cómo': 1}, {'fin': 8, 'virtud': 4, 'cosas': 4, 'principio': 4, 'mejor': 4, 'respecto': 2, 'debe': 2, 'conducen': 2, 'sólo': 2, 'ella': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XVIII","[{'virtud': 6, 'acto': 4, 'ser': 3, 'fin': 2, 'cosas': 2, 'podría': 2, 'siempre': 2, 'ahora': 2, 'hombre': 2, 'virtuoso': 2}, {'medios': 2, 'puesto': 1, 'hemos': 1, 'enumerado': 1, 'hablar': 1, 'pasiones': 1, 'algunos': 1, 'constituyen': 1, 'virtud': 1, 'preciso': 1}]"
Aristoteles,"La gran moral · libro primero, capítulo XIX","[{'miedo': 5, 'valor': 4, 'audacia': 3, 'firme': 3, 'hombre': 3, 'valiente': 3, 'cobarde': 2, 'sólo': 2, 'manifiesta': 2, 'consiste': 2}, {'puede': 7, 'valientes': 7, 'valiente': 6, 'porque': 6, 'experiencia': 6, 'ser': 5, 'valor': 5, 'hombre': 4, 'son': 4, 'tal': 4}, {'valor': 2, 'hay': 1, 'otra': 1, 'especie': 1, 'podría': 1, 'llamarse': 1, 'social': 1, 'político': 1, 'vemos': 1, 'hombres': 1}, {'polidamas': 1, 'pronto': 1, 'me': 1, 'llenará': 1, 'injurias': 1}, {'valor': 6, 'motivo': 3, 'tampoco': 2, 'hace': 2, 'cesa': 2, 'valiente': 2, 'son': 2, 'valientes': 2, 'bravo': 1, 'héctor': 1}, {'valiente': 7, 'hombre': 5, 'valor': 5, 'porque': 4, 'peligro': 4, 'sino': 3, 'temer': 3, 'verdaderamente': 2, 'debe': 2, 'le': 2}, {'tal': 1, 'idea': 1, 'nos': 1, 'formamos': 1, 'valor': 1, 'hombre': 1, 'verdaderamente': 1, 'valiente': 1}]"
Aristoteles,"La gran moral · libro primero, capítulo XX","[{'placeres': 8, 'templanza': 7, 'medio': 5, 'porque': 5, 'entre': 4, 'excelente': 4, 'sólo': 3, 'puede': 3, 'exceso': 3, 'será': 3}]"
Aristoteles,"La gran moral · libro primero, capítulo XXI","[{'medio': 6, 'ni': 5, 'todas': 4, 'dulzura': 3, 'entre': 3, 'mejor': 3, 'contra': 3, 'reprensible': 3, 'siempre': 2, 'cólera': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXII","[{'debe': 6, 'gasta': 3, 'preciso': 3, 'medio': 2, 'entre': 2, 'dos': 2, 'pródigo': 2, 'cosas': 2, 'ni': 2, 'liberal': 2}, {'otra': 2, 'avaricia': 2, 'todos': 2, 'están': 2, 'porque': 2, 'tiene': 2, 'mientras': 2, 'ejemplo': 2, 'simple': 2, 'sucede': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXIII","[{'alma': 4, 'grandeza': 3, 'medio': 3, 'entre': 3, 'honor': 3, 'hombres': 3, 'magnánimo': 3, 'honores': 3, 'insolencia': 2, 'bajeza': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXIV","[{'magnificencia': 5, 'entre': 3, 'ostentación': 3, 'gastos': 3, 'ejemplo': 3, 'porque': 3, 'conviene': 3, 'medio': 2, 'mezquindad': 2, 'debe': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXV","[{'ver': 5, 'indigna': 5, 'justa': 3, 'indignación': 3, 'medio': 2, 'entre': 2, 'regocija': 2, 'hombre': 2, 'alguno': 2, 'justamente': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXVI","[{'sí': 4, 'sólo': 3, 'mundo': 3, 'relaciones': 3, 'digno': 3, 'gravedad': 2, 'medio': 2, 'entre': 2, 'parece': 2, 'acerca': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXVII","[{'modestia': 3, 'hombre': 3, 'modesto': 3, 'medio': 2, 'entre': 2, 'nada': 2, 'impudente': 2, 'hace': 2, 'todas': 2, 'mundo': 2}]"
Aristoteles,"La gran moral · libro primero, capítulo XXVIII","[{'amabilidad': 4, 'entre': 2, 'rusticidad': 2, 'burla': 2, 'puede': 2, 'verdadera': 2, 'dos': 2, 'ni': 2, 'demás': 2, 'tal': 2}]"
